company,review_title,rating,review_date,source_url,page_number,segment_label,raw_text,language,clean_text,lemma_text,text_length
Google,,,,,,cons,The other half are total freeloaders.,en,the other half are total freeloaders,half total freeloader,3
Google,,,,,,pros,Great work/life balance and perks.,en,great work life balance and perks,great work life balance perk,5
Google,,,,,,cons,Big company bureaucracy can be slow and annoying.,en,big company bureaucracy can be slow and annoying,big company bureaucracy slow annoying,5
Google,,,,,,pros,it was cool to work at google,en,it was cool to work at google,cool work google,3
Google,,,,,,cons,i dont think there are cons,en,i dont think there are cons,not think con,3
Google,,,,,,pros,Nice place to have worked,en,nice place to have worked,nice place work,3
Google,,,,,,cons,I di not have any cons,en,i di not have any cons,di con,2
Google,,,,,,pros,Competent and kind people. I was lucky to have respectable managers.,en,competent and kind people i was lucky to have respectable managers,competent kind people lucky respectable manager,6
Google,,,,,,cons,"They say everything -- the culture, the benefits -- is declining, but even so it wasn't so bad.",en,they say everything the culture the benefits is declining but even so it wasn t so bad,culture benefit decline wasn t bad,6
Google,,,,,,pros,"Great work space
Great people",en,great work space great people,great work space great people,5
Google,,,,,,cons,"N/A
Liked my experience overall",en,n a liked my experience overall,n like experience overall,4
Google,,,,,,pros,They pay well and have good leadership,en,they pay well and have good leadership,pay good leadership,3
Google,,,,,,cons,They yell at you a lot,en,they yell at you a lot,yell lot,2
Google,,,,,,pros,"Loved
 working there, but like all things it depends on the team.  Over the 
last year, they have began firing for perfomrance, which was needed. If 
you don't have to sell your equity, it's an incredible savings vehicle. 
Positioned to win the AI wars, which will only drive up value of stock.",en,loved working there but like all things it depends on the team over the last year they have began firing for perfomrance which was needed if you don t have to sell your equity it s an incredible savings vehicle positioned to win the ai wars which will only drive up value of stock,love work like thing depend team year begin fire perfomrance need don t sell equity s incredible saving vehicle position win ai war drive value stock,26
Google,,,,,,cons,Promos are slow and trajectory is capped after L5.,en,promos are slow and trajectory is capped after l,promos slow trajectory cap l,5
Google,,,,,,pros,"Free food, Gym, great benefits and flexibility",en,free food gym great benefits and flexibility,free food gym great benefit flexibility,6
Google,,,,,,cons,Pace can be hectic at times. Be prepared for constant change.,en,pace can be hectic at times be prepared for constant change,pace hectic time prepare constant change,6
Google,,,,,,pros,IT enginer in the field of,en,it enginer in the field of,enginer field,2
Google,,,,,,cons,too much pressure from middle,en,too much pressure from middle,pressure middle,2
Intel Corporation,,,,,,pros,"advanced tech, smart peers, good pay",en,advanced tech smart peers good pay,advanced tech smart peer good pay,6
Intel Corporation,,,,,,cons,"can get pretty boring sometimes, long hours",en,can get pretty boring sometimes long hours,pretty boring long hour,4
Intel Corporation,,,,,,pros,Able to learn alot at the company,en,able to learn alot at the company,able learn alot company,4
Intel Corporation,,,,,,cons,It’s hard to get a higher grade even when you’re doing higher-grade work,en,it s hard to get a higher grade even when you re doing higher grade work,s hard high grade high grade work,7
Intel Corporation,,,,,,pros,"Work life balance, pay, learning growth opportunities, perks",en,work life balance pay learning growth opportunities perks,work life balance pay learn growth opportunity perk,8
Intel Corporation,,,,,,cons,4 days a week work from office,en,days a week work from office,day week work office,4
Intel Corporation,,,,,,pros,"Work was good 
Seniors colleagues were supportive
Decent pay
Innovation is always encouraged",en,work was good seniors colleagues were supportive decent pay innovation is always encouraged,work good senior colleague supportive decent pay innovation encourage,9
Intel Corporation,,,,,,cons,"Even after working so hard , you won't get PPO , atleast in my case.",en,even after working so hard you won t get ppo atleast in my case,work hard win t ppo atleast case,7
Intel Corporation,,,,,,pros,"Lots of opportunity, great place to start your career and grow",en,lots of opportunity great place to start your career and grow,lot opportunity great place start career grow,7
Intel Corporation,,,,,,cons,"Low pay, Excessive bureaucracy, No employee loyalty.",en,low pay excessive bureaucracy no employee loyalty,low pay excessive bureaucracy employee loyalty,6
Intel Corporation,,,,,,pros,"Good learning , good team , good stuff",en,good learning good team good stuff,good learn good team good stuff,6
Intel Corporation,,,,,,cons,i dont really have cons,en,i dont really have cons,not con,2
Intel Corporation,,,,,,pros,you can work remote from another city in ireland,en,you can work remote from another city in ireland,work remote city ireland,4
Intel Corporation,,,,,,cons,"CEO and top management, HR and work/life balance",en,ceo and top management hr and work life balance,ceo management hr work life balance,6
Intel Corporation,,,,,,pros,"It's a great place to be, and you can definitely learn a lot from the people who work there.",en,it s a great place to be and you can definitely learn a lot from the people who work there,s great place definitely learn lot people work,8
Intel Corporation,,,,,,cons,Sometimes your work goes unnoticed when you need it the most.,en,sometimes your work goes unnoticed when you need it the most,work go unnoticed need,4
Intel Corporation,,,,,,pros,"Lots of floating holiday and Sick time.
Lots of diverse people.",en,lots of floating holiday and sick time lots of diverse people,lot float holiday sick time lot diverse people,8
Intel Corporation,,,,,,cons,"Layoffs been happening for the past 2 years and it's still going throughout this year.
No room to grow or move up positions unless someone from your team leaves the department or transfers.
Went through 3 managers within 4 years.
People will not communicate with you and instead will play telephone, so then you'll hear it from someone else.",en,layoffs been happening for the past years and it s still going throughout this year no room to grow or move up positions unless someone from your team leaves the department or transfers went through managers within years people will not communicate with you and instead will play telephone so then you ll hear it from someone else,layoff happen past year s go year room grow position team leave department transfer go manager year people communicate instead play telephone ll hear,24
Intel Corporation,,,,,,pros,"salary. social benefits , food ,",en,salary social benefits food,salary social benefit food,4
Intel Corporation,,,,,,cons,my manger need little bit getting improve in commination,en,my manger need little bit getting improve in commination,manger need little bit get improve commination,7
Intel Corporation,,,,,,pros,"People are nice, generally speaking.",en,people are nice generally speaking,people nice generally speak,4
Intel Corporation,,,,,,cons,A lot of perks are lost after recent layoffs. You have to pay for coffee.,en,a lot of perks are lost after recent layoffs you have to pay for coffee,lot perk lose recent layoff pay coffee,7
Intel Corporation,,2.0,,,,pros,CPU focused industry leader and it's investing on IDM2.0(IFS) for many years and now it's recovering.,en,cpu focused industry leader and it s investing on idm ifs for many years and now it s recovering,cpu focus industry leader s invest idm if year s recover,11
Intel Corporation,,2.0,,,,cons,"Too
 many managers who are not hands on the project but reporting 
management.  that's coming from too many variance of CPU for OEMs, ODMs.
 Team need to stand up and integrate in one source.",en,too many managers who are not hands on the project but reporting management that s coming from too many variance of cpu for oems odms team need to stand up and integrate in one source,manager hand project report management s come variance cpu oem odms team need stand integrate source,16
Intel Corporation,,,,,,pros,Compensation and benefits were good.,en,compensation and benefits were good,compensation benefit good,3
Intel Corporation,,,,,,cons,"High stress, multiple rounds of layoffs leading to uncertainty",en,high stress multiple rounds of layoffs leading to uncertainty,high stress multiple round layoff lead uncertainty,7
Intel Corporation,,,,,,pros,Good work life balance and techbologies,en,good work life balance and techbologies,good work life balance techbologie,5
Intel Corporation,,,,,,cons,"Too many parallel teams around the world.
Design teams in US",en,too many parallel teams around the world design teams in us,parallel team world design team,5
Intel Corporation,,,,,,pros,"good perks and benefits, flexible environment, understanding Managers and leads, good pay",en,good perks and benefits flexible environment understanding managers and leads good pay,good perk benefit flexible environment understand manager lead good pay,10
Intel Corporation,,,,,,cons,"Learning is less compared to other companies, as there are many people for a single work, less dependency on a single individual",en,learning is less compared to other companies as there are many people for a single work less dependency on a single individual,learning compare company people single work dependency single individual,9
Intel Corporation,,,,,,pros,Good technical people. Nice work enviornment,en,good technical people nice work enviornment,good technical people nice work enviornment,6
Intel Corporation,,,,,,cons,Slow promotions. Less stocks and other benefits,en,slow promotions less stocks and other benefits,slow promotion stock benefit,4
Intel Corporation,,,,,,pros,Good work life balance and flexible hours for students.,en,good work life balance and flexible hours for students,good work life balance flexible hour student,7
Intel Corporation,,,,,,cons,Career growth can be slow in some specific departments.,en,career growth can be slow in some specific departments,career growth slow specific department,5
Intel Corporation,,,,,,pros,"Good place to work in, a strong system, reliable company",en,good place to work in a strong system reliable company,good place work strong system reliable company,7
Intel Corporation,,,,,,cons,"A more innovative strategy is important for the company in order to succeed in the next years, and I'm not sure it's there",en,a more innovative strategy is important for the company in order to succeed in the next years and i m not sure it s there,innovative strategy important company order succeed year m sure s,10
Intel Corporation,,,,,,pros,"Work Life Balance,  matches mid tier company salaries",en,work life balance matches mid tier company salaries,work life balance match mid tier company salary,8
Intel Corporation,,,,,,cons,"Less growth opportunities, less promotions, too fragile",en,less growth opportunities less promotions too fragile,growth opportunity promotion fragile,4
Intel Corporation,,,,,,pros,"Salary ( fixed + variable + quarterly+ rsu ) 
Wlb
Culture
Medical policy is better and covers a lot of things",en,salary fixed variable quarterly rsu wlb culture medical policy is better and covers a lot of things,salary fix variable quarterly rsu wlb culture medical policy well cover lot thing,13
Intel Corporation,,,,,,cons,"Quality of work
4 days a week office",en,quality of work days a week office,quality work day week office,5
Intel Corporation,,,,,,pros,great pay and generous benefits.,en,great pay and generous benefits,great pay generous benefit,4
Intel Corporation,,,,,,cons,"cut throat politics, lots of projects cancelled at last minute",en,cut throat politics lots of projects cancelled at last minute,cut throat politic lot project cancel minute,7
Intel Corporation,,,,,,pros,Great work life balance and good health benefits,en,great work life balance and good health benefits,great work life balance good health benefit,7
Intel Corporation,,,,,,cons,Salary range in common with market,en,salary range in common with market,salary range common market,4
Intel Corporation,,,,,,pros,Data-driven decisions (at least in the past).  Strong corporate desire to succeed.,en,data driven decisions at least in the past strong corporate desire to succeed,datum drive decision past strong corporate desire succeed,8
Intel Corporation,,,,,,cons,Not adapting to the new data-first world.  Taking too long to fully embrace AI.,en,not adapting to the new data first world taking too long to fully embrace ai,adapt new datum world take long fully embrace ai,9
Intel Corporation,,,,,,pros,"Good work-life balance, supportive team, flexible schedule, interesting projects, stable environment",en,good work life balance supportive team flexible schedule interesting projects stable environment,good work life balance supportive team flexible schedule interesting project stable environment,12
Intel Corporation,,,,,,cons,"Growth can be slow, some processes are inefficient, limited visibility across teams",en,growth can be slow some processes are inefficient limited visibility across teams,growth slow process inefficient limited visibility team,7
Intel Corporation,,,,,,pros,"-
 Continuous Learning: I have stayed for over 20 years because the 
opportunities for professional growth and skill development are truly 
extensive.
- ​Global Mobility: There are consistent opportunities for US based 
relocation assignments and international business trips to support 
global projects.
- ​Site Expansion: The design center in Malaysia has grown 
significantly, providing a robust and large scale environment for 
engineers.
​- Benefits: While total compensation may not lead the market, the 
benefits package, especially for long term employees is not too bad, and
 includes car and petrol allowances.
​- Equity Upside: RSUs provide a strong incentive, particularly with the
 current potential for stock growth.
- ​Structured Processes: The development methodology is highly 
disciplined, ensuring a high standard of engineering quality.",en,continuous learning i have stayed for over years because the opportunities for professional growth and skill development are truly extensive global mobility there are consistent opportunities for us based relocation assignments and international business trips to support global projects site expansion the design center in malaysia has grown significantly providing a robust and large scale environment for engineers benefits while total compensation may not lead the market the benefits package especially for long term employees is not too bad and includes car and petrol allowances equity upside rsus provide a strong incentive particularly with the current potential for stock growth structured processes the development methodology is highly disciplined ensuring a high standard of engineering quality,continuous learning stay year opportunity professional growth skill development truly extensive global mobility consistent opportunity base relocation assignment international business trip support global project site expansion design center malaysia grow significantly provide robust large scale environment engineer benefit total compensation lead market benefit package especially long term employee bad include car petrol allowance equity upside rsus provide strong incentive particularly current potential stock growth structured process development methodology highly discipline ensure high standard engineering quality,75
Intel Corporation,,,,,,cons,"-
 Internal Site Politics: Especially in the earlier years, site politics 
were a major issue. This was not a good environment and contributed to 
many internal inefficiencies.
- ​Leadership and Management Churn: Each change in senior management 
(especially in the C-Suite) tends to reset many initiatives, which can 
stall progress and undo previous strategic momentum.
- ​Lack of Strategic Persistence: The company has entered pivotal 
sectors such as mobile SoCs, automotive, IoT and external GPU, but often
 gave up on these efforts too early.
​- Slow Adoption: Caution regarding intellectual property leaks has 
resulted in a slow adoption of GenAI, which would have boosted 
productivity on several fronts.
- ​Favoritism and Meritocracy: There is a limited extent of favoritism 
present. Additionally, the drive for equality occasionally impacts 
meritocracy, where promotions and increments may bypass merit based 
performance to meet specific statistical targets.
​- Methodical Rigidity: Being highly methodical is a double-edged sword;
 while it ensures quality, it can also make the organization feel rigid 
and slow to react to market changes.",en,internal site politics especially in the earlier years site politics were a major issue this was not a good environment and contributed to many internal inefficiencies leadership and management churn each change in senior management especially in the c suite tends to reset many initiatives which can stall progress and undo previous strategic momentum lack of strategic persistence the company has entered pivotal sectors such as mobile socs automotive iot and external gpu but often gave up on these efforts too early slow adoption caution regarding intellectual property leaks has resulted in a slow adoption of genai which would have boosted productivity on several fronts favoritism and meritocracy there is a limited extent of favoritism present additionally the drive for equality occasionally impacts meritocracy where promotions and increments may bypass merit based performance to meet specific statistical targets methodical rigidity being highly methodical is a double edged sword while it ensures quality it can also make the organization feel rigid and slow to react to market changes,internal site politic especially early year site politic major issue good environment contribute internal inefficiency leadership management churn change senior management especially c suite tend reset initiative stall progress undo previous strategic momentum lack strategic persistence company enter pivotal sector mobile soc automotive iot external gpu give effort early slow adoption caution intellectual property leak result slow adoption genai boost productivity front favoritism meritocracy limited extent favoritism present additionally drive equality occasionally impact meritocracy promotion increment bypass merit base performance meet specific statistical target methodical rigidity highly methodical double edge sword ensure quality organization feel rigid slow react market change,100
Meta,,,,,,pros,High Pay and very good benefits,en,high pay and very good benefits,high pay good benefit,4
Meta,,,,,,cons,"Work Life Balance worse compared to other FAANG, High Competitive",en,work life balance worse compared to other faang high competitive,work life balance bad compare faang high competitive,8
Meta,,,,,,pros,"Great benefits, free food, intelligent colleagues",en,great benefits free food intelligent colleagues,great benefit free food intelligent colleague,6
Meta,,,,,,cons,Work life balance pretty bad,en,work life balance pretty bad,work life balance pretty bad,5
Meta,,,,,,pros,good environment; flexible working hours,en,good environment flexible working hours,good environment flexible working hour,5
Meta,,,,,,cons,big pressue; OT often; tired,unknown,big pressue ot often tired,big pressue ot often tired,5
Meta,,,,,,pros,"Good pay and benefits, interesting work",en,good pay and benefits interesting work,good pay benefit interesting work,5
Meta,,,,,,cons,"Lots of thrash and poor direction, poor WLB",en,lots of thrash and poor direction poor wlb,lot thrash poor direction poor wlb,6
Meta,,,,,,pros,"* Great people, average person is very kind, helpful, low ego",en,great people average person is very kind helpful low ego,great people average person kind helpful low ego,8
Meta,,,,,,cons,"* Leadership is clueless, chaos reigns supreme",en,leadership is clueless chaos reigns supreme,leadership clueless chaos reign supreme,5
Meta,,,,,,pros,"- Products have good reach across the world
- Smart people",en,products have good reach across the world smart people,product good reach world smart people,6
Meta,,,,,,cons,"- Layoffs
- Upper management seems clueless at times",en,layoffs upper management seems clueless at times,layoffs upper management clueless time,5
Meta,,,,,,pros,Good  pay and benefits .,en,good pay and benefits,good pay benefit,3
Meta,,,,,,cons,Can't reveal cause of legal issues,en,can t reveal cause of legal issues,t reveal cause legal issue,5
Meta,,,,,,pros,"Great paycheck, fanstastic coworkers, great management",en,great paycheck fanstastic coworkers great management,great paycheck fanstastic coworker great management,6
Meta,,,,,,cons,No cons currently in my mind,en,no cons currently in my mind,con currently mind,3
Meta,,,,,,pros,"great place to work, nothing bad so far",en,great place to work nothing bad so far,great place work bad far,5
Meta,,,,,,cons,"none as of now, will monitor",en,none as of now will monitor,monitor,1
Meta,,,,,,pros,"Compensation, interesting and challenging projects",en,compensation interesting and challenging projects,compensation interesting challenging project,4
Meta,,,,,,cons,"No
 leadership vision, constant threat of layoffs, poor management, little 
opportunity to actually speak for the user and push for changes",en,no leadership vision constant threat of layoffs poor management little opportunity to actually speak for the user and push for changes,leadership vision constant threat layoff poor management little opportunity actually speak user push change,14
Meta,,,,,,pros,pays well compensation and smart team member,en,pays well compensation and smart team member,pay compensation smart team member,5
Meta,,,,,,cons,"high stress, bad work life balance",en,high stress bad work life balance,high stress bad work life balance,6
Meta,,,,,,pros,Good pay and free food,en,good pay and free food,good pay free food,4
Meta,,,,,,cons,"Very competitive, bad work life balance",en,very competitive bad work life balance,competitive bad work life balance,5
Meta,,,,,,pros,"Decent pay and benefits, great colleagues",en,decent pay and benefits great colleagues,decent pay benefit great colleague,5
Meta,,,,,,cons,Stability and growth are questionable,en,stability and growth are questionable,stability growth questionable,3
Meta,,,,,,pros,Good pay and benefits are cool,en,good pay and benefits are cool,good pay benefit cool,4
Meta,,,,,,cons,Not much to be honest,en,not much to be honest,honest,1
Meta,,,,,,pros,"Comp,
 benefits and perks are great. People are generally competent, and you 
have access to latest tech, tools, including all the AI you can use.",en,comp benefits and perks are great people are generally competent and you have access to latest tech tools including all the ai you can use,comp benefit perk great people generally competent access late tech tool include ai use,14
Meta,,,,,,cons,"Never
 ending layoffs, frequent reorgs and lack of clear strategy. Lately lots
 of competition and back stabbing behavior are being encouraged, which 
creates toxic ‘culture’.",en,never ending layoffs frequent reorgs and lack of clear strategy lately lots of competition and back stabbing behavior are being encouraged which creates toxic culture,end layoff frequent reorg lack clear strategy lately lot competition stab behavior encourage create toxic culture,16
Meta,,,,,,pros,interesting working content good WLB good food smart people around,en,interesting working content good wlb good food smart people around,interesting work content good wlb good food smart people,9
Meta,,,,,,cons,always afraid of being laid off 😭,unknown,always afraid of being laid off,always afraid of being laid off,6
Meta,,,,,,pros,Interesting counseling work with interesting clients.,en,interesting counseling work with interesting clients,interesting counseling work interesting client,5
Meta,,,,,,cons,Pretty toxic place currently with the AI chase.,en,pretty toxic place currently with the ai chase,pretty toxic place currently ai chase,6
Meta,,,,,,pros,Many interesting partnerships and initiatives,en,many interesting partnerships and initiatives,interesting partnership initiative,3
Meta,,,,,,cons,Company going thorugh constant org changes,en,company going thorugh constant org changes,company go thorugh constant org change,6
Meta,,,,,,pros,Pay is good. Benefit is good.,en,pay is good benefit is good,pay good benefit good,4
Meta,,,,,,cons,The company is aggressive in its culture. Moves too quickly with no employee mental health in mind.,en,the company is aggressive in its culture moves too quickly with no employee mental health in mind,company aggressive culture move quickly employee mental health mind,9
Meta,,,,,,pros,You still get a well pay,en,you still get a well pay,pay,1
Meta,,,,,,cons,Pay will end soon with end of RSUs granted in 2023,en,pay will end soon with end of rsus granted in,pay end soon end rsus grant,6
Meta,,,,,,pros,"very detailed, good hiring team",en,very detailed good hiring team,detailed good hiring team,4
Meta,,,,,,cons,just the samples are not present,en,just the samples are not present,sample present,2
Meta,,,,,,pros,"Good food, 401k plan, decent compensation plan",en,good food k plan decent compensation plan,good food k plan decent compensation plan,7
Meta,,,,,,cons,"Leadership direction was messy, no accountability from leadership",en,leadership direction was messy no accountability from leadership,leadership direction messy accountability leadership,5
Meta,,,,,,pros,"-salary
-no one is in office so you can come and go",en,salary no one is in office so you can come and go,salary office come,3
Meta,,,,,,cons,"-rough performance expectations (graded on a curve)
-sit in office alone (teams are spread out everywhere)
-no room to grow unless you're top 10% working 60 hour weekes",en,rough performance expectations graded on a curve sit in office alone teams are spread out everywhere no room to grow unless you re top working hour weekes,rough performance expectation grade curve sit office team spread room grow working hour weeke,14
Meta,,,,,,pros,"Benefits, people, flexibility, compensation, ERGs",en,benefits people flexibility compensation ergs,benefit people flexibility compensation erg,5
Meta,,,,,,cons,Pro & con to have performance reviews twice a year,en,pro con to have performance reviews twice a year,pro con performance review twice year,6
Meta,,,,,,pros,"Great
 pay, benefits, structure, products, working with smart people, global 
opportunities, good work-life balance if you have a good manager",en,great pay benefits structure products working with smart people global opportunities good work life balance if you have a good manager,great pay benefit structure product work smart people global opportunity good work life balance good manager,16
Meta,,,,,,cons,"Promotions
 are almost impossible these days, care for employees is decreasing by 
the day, morale is increasingly low - but still, it's better than a lot 
of places",en,promotions are almost impossible these days care for employees is decreasing by the day morale is increasingly low but still it s better than a lot of places,promotion impossible day care employee decrease day morale increasingly low s well lot place,14
Salesforce,,,,,,pros,Decent pay all things considered,en,decent pay all things considered,decent pay thing consider,4
Salesforce,,,,,,cons,"Tiny territories with unattainable quota, software slowdown",en,tiny territories with unattainable quota software slowdown,tiny territory unattainable quota software slowdown,6
Salesforce,,,,,,pros,"Amazing leadership and teammates 
Very collaborative 
Freedom to sell in a way that best suites you",en,amazing leadership and teammates very collaborative freedom to sell in a way that best suites you,amazing leadership teammate collaborative freedom sell way good suit,9
Salesforce,,,,,,cons,"Smaller territories 
Shifting pay structures",en,smaller territories shifting pay structures,small territory shift pay structure,5
Salesforce,,,,,,pros,Work life balance is good,en,work life balance is good,work life balance good,4
Salesforce,,,,,,cons,Removing benefits each year and becoming more of Service based company,en,removing benefits each year and becoming more of service based company,remove benefit year service base company,6
Salesforce,,,,,,pros,"Equality
Salary & Perks
Free foods
Strong PR & Marketing",en,equality salary perks free foods strong pr marketing,equality salary perk free food strong pr marketing,8
Salesforce,,,,,,cons,"Poor Management
No long term vision
Legacy/outdated system
Hire & Fire",en,poor management no long term vision legacy outdated system hire fire,poor management long term vision legacy outdated system hire fire,10
Salesforce,,,,,,pros,"Great WLB
Good growth and compensation",en,great wlb good growth and compensation,great wlb good growth compensation,5
Salesforce,,,,,,cons,"Not much room for learning new things.
Confused VPs",en,not much room for learning new things confused vps,room learn new thing confuse vps,6
Salesforce,,,,,,pros,"Good talent
Good benefits 
Great office",en,good talent good benefits great office,good talent good benefit great office,6
Salesforce,,,,,,cons,"Lot of bureaucracy 
Long hours 
Q4 can be challenging
Lost a bit of the reputation from staff as a result of layoffs",en,lot of bureaucracy long hours q can be challenging lost a bit of the reputation from staff as a result of layoffs,lot bureaucracy long hour q challenge lose bit reputation staff result layoff,12
Salesforce,,,,,,pros,Good working environment at Salesforce,en,good working environment at salesforce,good working environment salesforce,4
Salesforce,,,,,,cons,Reduced the base salary this year,en,reduced the base salary this year,reduce base salary year,4
Salesforce,,,,,,pros,"Base Pay
Benefits
Office Location/Amenities",en,base pay benefits office location amenities,base pay benefit office location amenity,6
Salesforce,,,,,,cons,"Book of Accounts
Constantly changing daily expectations",en,book of accounts constantly changing daily expectations,book account constantly change daily expectation,6
Salesforce,,,,,,pros,It's SaaS support. Benefts are supposedly competitive.,en,it s saas support benefts are supposedly competitive,s saas support beneft supposedly competitive,6
Salesforce,,,,,,cons,"Support
 is being aggressively moved overseas whilebeing asked to do more, with 
less, take on wider topics without training or documentation, while 
shifting to become a call center, all with shifting metrics and pushing 
A.I. into everywhere.",en,support is being aggressively moved overseas whilebeing asked to do more with less take on wider topics without training or documentation while shifting to become a call center all with shifting metrics and pushing a i into everywhere,support aggressively move overseas whilebeing ask wide topic training documentation shift center shift metric push,15
Salesforce,,,,,,pros,The company offers competitive compensation and decent salary raises for high performing employees.  Benefits are excellent.,en,the company offers competitive compensation and decent salary raises for high performing employees benefits are excellent,company offer competitive compensation decent salary raise high perform employee benefit excellent,12
Salesforce,,,,,,cons,"Even
 though I was consistently highly rated by my managers, a lot of my time
 went towards defending myself on projects. Salesforce project 
management staff were more concerned about keeping the client happy by 
not disclosing serious risks and issues than reporting reality. When 
things eventually went south, the blaming game started. The bigger issue
 though is that Salesforce is failing to transition to the AI era and 
start offering competitive AI products. Agentforce is lipstick on the 
CRM pig.  native AI firms are eating Salesforce's lunch and they may not
 survive this painful transition.",en,even though i was consistently highly rated by my managers a lot of my time went towards defending myself on projects salesforce project management staff were more concerned about keeping the client happy by not disclosing serious risks and issues than reporting reality when things eventually went south the blaming game started the bigger issue though is that salesforce is failing to transition to the ai era and start offering competitive ai products agentforce is lipstick on the crm pig native ai firms are eating salesforce s lunch and they may not survive this painful transition,consistently highly rat manager lot time go defend project salesforce project management staff concerned keep client happy disclose risk issue report reality thing eventually go south blame game start big issue salesforce fail transition ai era start offer competitive ai product agentforce lipstick crm pig native ai firm eat salesforce s lunch survive painful transition,55
Salesforce,,,,,,pros,great on your resume and for networking,en,great on your resume and for networking,great resume network,3
Salesforce,,,,,,cons,Micromanagement and nonsensical red tape,en,micromanagement and nonsensical red tape,micromanagement nonsensical red tape,4
Salesforce,,,,,,pros,A lot of potential to succeed,en,a lot of potential to succeed,lot potential succeed,3
Salesforce,,,,,,cons,Large company with lots of red tape,en,large company with lots of red tape,large company lot red tape,5
Salesforce,,,,,,pros,"- Internal growth opportunities
- Trustworthy and talented people around you",en,internal growth opportunities trustworthy and talented people around you,internal growth opportunitie trustworthy talented people,6
Salesforce,,,,,,cons,- High expectations in performance and individual contribution to find your way,en,high expectations in performance and individual contribution to find your way,high expectation performance individual contribution find way,7
Salesforce,,,,,,pros,"good pay, perks and bonus",en,good pay perks and bonus,good pay perk bonus,4
Salesforce,,,,,,cons,Nothing coming to mind now,en,nothing coming to mind now,come mind,2
Salesforce,,,,,,pros,"There
 is no other company that shares equal value on the three way success 
relationship between its customers, its staff and its own success.  I've
 had so much opportunity to excel, be creative and build successful 
relationships across Salesforce, partners and customers.  The rewards 
for all of this are superb.",en,there is no other company that shares equal value on the three way success relationship between its customers its staff and its own success i ve had so much opportunity to excel be creative and build successful relationships across salesforce partners and customers the rewards for all of this are superb,company share equal value way success relationship customer staff success ve opportunity excel creative build successful relationship salesforce partner customer reward superb,22
Salesforce,,,,,,cons,"It's hard work and there's never an easy day but frankly, that's what makes it all the more worthwhile.",en,it s hard work and there s never an easy day but frankly that s what makes it all the more worthwhile,s hard work s easy day frankly s make worthwhile,10
Salesforce,,,,,,pros,"Pay, culture, products all stellar. Customers love it",en,pay culture products all stellar customers love it,pay culture product stellar customer love,6
Salesforce,,,,,,cons,No an LLM company but has great AI solutions,en,no an llm company but has great ai solutions,llm company great ai solution,5
Salesforce,,,,,,pros,"- Decent pay
- Great place to network
- Serious career mobility",en,decent pay great place to network serious career mobility,decent pay great place network career mobility,7
Salesforce,,,,,,cons,"- Didn't feel like I was adequately prepared on day. could have benefited with way more guidance
- I think the CEO is callous and I don't like his politics.",en,didn t feel like i was adequately prepared on day could have benefited with way more guidance i think the ceo is callous and i don t like his politics,didn t feel like adequately prepared day benefit way guidance think ceo callous don t like politic,17
Salesforce,,,,,,pros,"Great culture, enablement & support",unknown,great culture enablement support,great culture enablement support,4
Salesforce,,,,,,cons,more spaces in the office to collaborate and socialise,en,more spaces in the office to collaborate and socialise,space office collaborate socialise,4
Salesforce,,,,,,pros,"Good culture, benefits, health insurance",en,good culture benefits health insurance,good culture benefit health insurance,5
Salesforce,,,,,,cons,"Territory, Timing, Talent - Territory matters",en,territory timing talent territory matters,territory time talent territory matter,5
Salesforce,,,,,,pros,can make a lot of money,en,can make a lot of money,lot money,2
Salesforce,,,,,,cons,the metrics are not alligned with actual job at all,en,the metrics are not alligned with actual job at all,metric alligne actual job,4
Salesforce,,,,,,pros,Very developer focused and lot of perks from company.,en,very developer focused and lot of perks from company,developer focus lot perk company,5
Salesforce,,,,,,cons,Sometimes too dependent on senior management,unknown,sometimes too dependent on senior management,sometimes too dependent on senior management,6
Salesforce,,,,,,pros,Benefits and pay were great.,en,benefits and pay were great,benefit pay great,3
Salesforce,,,,,,cons,"Too
 many to name after Jim Roth took over customer support. Ever changing, 
chaotic and poorly thought out and hastily rolled out changes without 
any real vision. Every day something else got added to your workload as 
they indiscriminately laid off staff left and right and relied on AI or 
maximizing profits for their investors. Cutthroat mentality and core 
values of the CEO and company as a whole went down the gutter.",en,too many to name after jim roth took over customer support ever changing chaotic and poorly thought out and hastily rolled out changes without any real vision every day something else got added to your workload as they indiscriminately laid off staff left and right and relied on ai or maximizing profits for their investors cutthroat mentality and core values of the ceo and company as a whole went down the gutter,jim roth take customer support change chaotic poorly think hastily roll change real vision day get add workload indiscriminately lay staff leave right rely ai maximize profit investor cutthroat mentality core value ceo company go gutter,36
Salesforce,,,,,,pros,"Decent Payment, good benefits, ok culture",unknown,decent payment good benefits ok culture,decent payment good benefits ok culture,6
Salesforce,,,,,,cons,"""High performance culture"" push continues to make SF not the best place to work or your grow your career",en,high performance culture push continues to make sf not the best place to work or your grow your career,high performance culture push continue sf good place work grow career,11
Salesforce,,,,,,pros,"great culture, benefits and career progression",en,great culture benefits and career progression,great culture benefit career progression,5
Salesforce,,,,,,cons,"no parking, no lunch, and office days (4 days for most teams)",en,no parking no lunch and office days days for most teams,parking lunch office day day team,6
Salesforce,,,,,,pros,Salesforce has great benefits and nice internal resources,en,salesforce has great benefits and nice internal resources,salesforce great benefit nice internal resource,6
